iter,cycles
272,1000
273,0
274,0
275,0
276,0
277,1000
278,0
279,0
280,0
281,1000
282,0
283,0
284,0
285,1000
286,0
287,0
288,0
289,1000
290,0
291,1000
292,1000
293,1000
294,0
295,0
296,1000
297,0
298,1000
299,1000
300,0
301,1000
302,0
303,0
304,1000
305,1000
306,0
307,0
308,0
309,0
310,0
311,1000
312,0
313,1000
314,1000
315,0
316,0
317,1000
318,1000
319,0
320,1000
321,1000
322,0
323,0
324,0
325,1000
326,1000
327,1000
328,0
329,1000
330,1000
331,1000
332,1000
333,0
334,0
335,1000
336,1000
337,1000
338,1000
339,1000
340,0
341,1000
342,1000
343,1000
344,0
345,1000
346,0
347,0
348,0
349,1000
350,0
351,1000
352,0
353,0
354,1000
355,1000
356,0
357,0
358,0
359,1000
360,1000
361,1000
362,0
363,1000
364,1000
365,0
366,1000
367,0
368,0
369,1000
370,1000
371,1000
372,0
373,0
374,0
375,0
376,1000
377,0
378,0
379,0
380,1000
381,1000
382,0
383,1000
384,0
385,0
386,0
387,0
388,0
389,1000
390,0
391,0
392,1000
393,0
394,0
395,1000
396,1000
397,1000
398,1000
399,0
400,1000
401,0
402,1000
403,0
404,0
405,0
406,0
407,1000
408,1000
409,0
410,0
411,0
412,0
413,1000
414,0
415,1000
416,0
417,1000
418,1000
419,1000
420,0
421,1000
422,0
423,0
424,0
425,0
426,1000
427,0
428,1000
429,0
430,0
431,0
432,1000
433,0
434,1000
435,1000
436,0
437,1000
438,0
439,1000
440,0
441,0
442,1000
443,1000
444,1000
445,0
446,0
447,0
448,1000
449,0
450,0
451,0
452,1000
453,1000
454,0
455,1000
456,0
457,0
458,0
459,1000
460,0
461,0
462,0
463,0
464,1000
465,1000
466,0
467,1000
468,0
469,1000
470,1000
471,0
472,1000
473,1000
474,0
475,1000
476,0
477,0
478,0
479,1000
480,0
481,0
482,0
483,1000
484,0
485,1000
486,0
487,1000
488,0
489,0
490,1000
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,1000
503,0
504,0
505,1000
506,1000
507,0
508,1000
509,1000
510,1000
511,0
512,0
513,0
514,1000
515,0
516,1000
517,1000
518,1000
519,1000
520,0
521,1000
522,0
523,1000
524,1000
525,0
526,0
527,1000
528,1000
529,1000
530,0
531,1000
532,1000
533,1000
534,0
535,0
536,0
537,1000
538,1000
539,0
540,1000
541,0
542,0
543,1000
544,0
545,0
546,1000
547,0
548,1000
549,0
550,1000
551,0
552,0
553,1000
554,0
555,1000
556,1000
557,0
558,1000
559,0
560,0
561,1000
562,1000
563,1000
564,0
565,0
566,0
567,1000
568,1000
569,0
570,1000
571,0
572,1000
573,0
574,1000
575,0
576,1000
577,1000
578,1000
579,0
580,1000
581,1000
582,1000
583,0
584,1000
585,0
586,0
587,1000
588,1000
589,1000
590,1000
591,0
592,0
593,0
594,1000
595,1000
596,0
597,0
598,1000
599,0
600,1000
601,0
602,1000
603,1000
604,0
605,0
606,0
607,0
608,1000
609,0
610,1000
611,1000
612,0
613,1000
614,0
615,1000
616,0
617,0
618,1000
619,0
620,1000
621,1000
622,1000
623,1000
624,0
625,0
626,1000
627,1000
628,1000
629,0
630,1000
631,0
632,0
633,1000
634,1000
635,1000
636,1000
637,1000
638,0
639,1000
640,1000
641,1000
642,1000
643,0
644,1000
645,1000
646,0
647,1000
648,1000
649,1000
650,1000
651,1000
652,0
653,1000
654,1000
655,1000
656,1000
657,1000
658,0
659,1000
660,0
661,0
662,0
663,1000
664,0
665,1000
666,0
667,0
668,1000
669,1000
670,0
671,1000
672,1000
673,0
674,0
675,1000
676,0
677,1000
678,1000
679,1000
680,0
681,0
682,1000
683,1000
684,1000
685,1000
686,1000
687,1000
688,0
689,1000
690,1000
691,0
692,1000
693,0
694,1000
695,0
696,1000
697,0
698,0
699,0
700,0
701,0
702,0
703,1000
704,1000
705,1000
706,1000
707,0
708,0
709,1000
710,0
711,0
712,0
713,0
714,1000
715,0
716,0
717,1000
718,0
719,1000
720,0
721,0
722,1000
723,1000
724,0
725,0
726,0
727,0
728,0
729,1000
730,1000
731,1000
732,0
733,0
734,1000
735,0
736,0
737,1000
738,1000
739,0
740,1000
741,1000
742,0
743,1000
744,1000
745,0
746,1000
747,0
748,0
749,1000
750,1000
751,1000
752,1000
753,0
754,1000
755,1000
756,0
757,1000
758,1000
759,1000
760,0
761,1000
762,0
763,1000
764,1000
765,0
766,0
767,1000
768,0
769,1000
770,1000
771,0
772,0
773,1000
774,0
775,1000
776,1000
777,0
778,1000
779,1000
780,1000
781,0
782,1000
783,1000
784,1000
785,0
786,0
787,1000
788,1000
789,0
790,1000
791,1000
792,1000
793,0
794,1000
795,0
796,1000
797,1000
798,1000
799,2000
800,1000
801,1000
802,1000
803,1000
804,1000
805,1000
806,1000
807,0
808,1000
809,0
810,1000
811,1000
812,1000
813,1000
814,1000
815,1000
816,1000
817,1000
818,1000
819,0
820,1000
821,1000
822,1000
823,1000
824,1000
825,1000
826,0
827,1000
828,0
829,1000
830,0
831,0
832,0
833,1000
834,1000
835,1000
836,0
837,1000
838,0
839,0
840,1000
841,0
842,0
843,1000
844,0
845,1000
846,0
847,1000
848,1000
849,1000
850,1000
851,1000
852,0
853,1000
854,1000
855,0
856,0
857,1000
858,1000
859,1000
860,1000
861,1000
862,0
863,0
864,1000
865,1000
866,0
867,1000
868,1000
869,0
870,0
871,1000
872,1000
873,1000
874,0
875,1000
876,0
877,1000
878,1000
879,0
880,1000
881,0
882,0
883,0
884,1000
885,1000
886,0
887,0
888,1000
889,0
890,0
891,1000
892,0
893,0
894,0
895,0
896,0
897,0
898,1000
899,0
900,1000
901,0
902,1000
903,1000
904,0
905,1000
906,0
907,1000
908,0
909,1000
910,0
911,0
912,1000
913,0
914,0
915,1000
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,1000
924,0
925,0
926,1000
927,0
928,0
929,1000
930,1000
931,0
932,0
933,0
934,1000
935,0
936,1000
937,1000
938,0
939,0
940,1000
941,1000
942,1000
943,1000
944,0
945,1000
946,1000
947,0
948,1000
949,1000
950,1000
951,0
952,0
953,0
954,0
955,0
956,1000
957,1000
958,1000
959,1000
960,0
961,0
962,0
963,0
964,1000
965,0
966,1000
967,1000
968,0
969,0
970,1000
971,1000
972,0
973,1000
974,0
975,0
976,1000
977,1000
978,0
979,0
980,1000
981,1000
982,1000
983,0
984,0
985,1000
986,0
987,1000
988,0
989,1000
990,1000
991,1000
992,1000
993,0
994,0
995,1000
996,0
997,0
998,0
999,0
1000,1000
1001,1000
1002,0
1003,0
1004,1000
1005,0
1006,1000
1007,0
1008,0
1009,1000
1010,0
1011,1000
1012,1000
1013,0
1014,1000
1015,0
1016,1000
1017,1000
1018,0
1019,1000
1020,1000
1021,0
1022,0
1023,1000
1024,0
1025,0
1026,1000
1027,1000
1028,1000
1029,0
1030,0
1031,1000
1032,1000
1033,1000
1034,1000
1035,1000
1036,0
1037,0
1038,0
1039,1000
1040,0
1041,1000
1042,1000
1043,0
1044,0
1045,0
1046,0
1047,0
1048,1000
1049,0
1050,1000
1051,0
1052,1000
1053,0
1054,1000
1055,1000
1056,0
1057,1000
1058,0
1059,1000
1060,1000
1061,1000
1062,1000
1063,1000
1064,0
1065,1000
1066,1000
1067,0
1068,0
1069,1000
1070,1000
1071,1000
1072,1000
1073,0
1074,0
1075,0
1076,1000
1077,1000
1078,0
1079,1000
1080,1000
1081,1000
1082,1000
1083,1000
1084,11000
1085,1000
1086,0
1087,0
1088,1000
1089,0
1090,0
1091,0
1092,1000
1093,0
1094,0
1095,1000
1096,1000
1097,1000
1098,1000
1099,0
1100,1000
1101,1000
1102,1000
1103,0
1104,0
1105,0
1106,0
1107,1000
1108,1000
1109,0
1110,1000
1111,1000
1112,0
1113,0
1114,1000
1115,0
1116,0
1117,1000
1118,1000
1119,1000
1120,0
1121,1000
1122,1000
1123,0
1124,0
1125,1000
1126,0
1127,0
1128,1000
1129,1000
1130,1000
1131,0
1132,0
1133,1000
1134,0
1135,1000
1136,0
1137,0
1138,1000
1139,1000
1140,0
1141,0
1142,1000
1143,1000
1144,1000
1145,1000
1146,0
1147,1000
1148,0
1149,1000
1150,1000
1151,0
1152,1000
1153,1000
1154,1000
1155,0
1156,1000
1157,0
1158,1000
1159,0
1160,0
1161,1000
1162,0
1163,1000
1164,0
1165,0
1166,1000
1167,0
1168,0
1169,0
1170,0
1171,1000
1172,1000
1173,1000
1174,0
1175,1000
1176,0
1177,0
1178,1000
1179,0
1180,1000
1181,1000
1182,0
1183,0
1184,1000
1185,1000
1186,1000
1187,1000
1188,0
1189,0
1190,0
1191,0
1192,0
1193,1000
1194,1000
1195,0
1196,0
1197,1000
1198,1000
1199,1000
1200,1000
1201,0
1202,1000
1203,0
1204,0
1205,0
1206,0
1207,1000
1208,1000
1209,0
1210,1000
1211,0
1212,0
1213,0
1214,0
1215,1000
1216,0
1217,0
1218,1000
1219,1000
1220,1000
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,1000
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,1000
1236,1000
1237,0
1238,1000
1239,1000
1240,0
1241,1000
1242,0
1243,0
1244,0
1245,0
1246,1000
1247,0
1248,0
1249,1000
1250,1000
1251,0
1252,0
1253,1000
1254,1000
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,1000
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,1000
1271,1000
1272,1000
1273,0
1274,1000
1275,0
1276,0
1277,1000
1278,0
1279,0
1280,1000
1281,0
1282,0
1283,1000
1284,1000
1285,0
1286,1000
1287,1000
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,1000
1299,0
1300,0
1301,1000
1302,1000
1303,0
1304,1000
1305,1000
1306,0
1307,0
1308,1000
1309,1000
1310,1000
1311,1000
1312,0
1313,1000
1314,1000
1315,0
1316,1000
1317,0
1318,1000
1319,0
1320,1000
1321,1000
1322,0
1323,1000
1324,1000
1325,0
1326,0
1327,1000
1328,1000
1329,1000
1330,0
1331,0
1332,1000
1333,1000
1334,0
1335,0
1336,0
1337,1000
1338,0
1339,0
1340,1000
1341,0
1342,0
1343,1000
1344,1000
1345,0
1346,1000
1347,0
1348,1000
1349,0
1350,1000
1351,1000
1352,0
1353,0
1354,0
1355,1000
1356,1000
1357,0
1358,0
1359,0
1360,0
1361,1000
1362,0
1363,1000
1364,0
1365,0
1366,1000
1367,0
1368,1000
1369,1000
1370,1000
1371,0
1372,0
1373,1000
1374,1000
1375,1000
1376,0
1377,0
1378,0
1379,0
1380,0
1381,1000
1382,0
1383,0
1384,0
1385,1000
1386,0
1387,1000
1388,0
1389,1000
1390,1000
1391,0
1392,1000
1393,0
1394,1000
1395,0
1396,0
1397,0
1398,0
1399,0
1400,1000
1401,1000
1402,1000
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,1000
1412,1000
1413,0
1414,0
1415,0
1416,1000
1417,0
1418,0
1419,0
1420,1000
1421,0
1422,1000
1423,0
1424,1000
1425,0
1426,0
1427,0
1428,1000
1429,0
1430,1000
1431,0
1432,1000
1433,0
1434,1000
1435,1000
1436,0
1437,0
1438,0
1439,1000
1440,0
1441,1000
1442,1000
1443,0
1444,1000
1445,0
1446,1000
1447,0
1448,0
1449,1000
1450,0
1451,0
1452,0
1453,0
1454,1000
1455,0
1456,0
1457,0
1458,0
1459,1000
1460,1000
1461,0
1462,1000
1463,1000
1464,0
1465,0
1466,0
1467,1000
1468,0
1469,0
1470,1000
1471,1000
1472,0
1473,0
1474,1000
1475,1000
1476,0
1477,1000
1478,0
1479,0
1480,1000
1481,1000
1482,0
1483,1000
1484,0
1485,0
1486,1000
1487,0
1488,0
1489,0
1490,0
1491,1000
1492,0
1493,0
1494,0
1495,1000
1496,0
1497,0
1498,1000
1499,1000
1500,0
1501,0
1502,0
1503,0
1504,1000
1505,1000
1506,1000
1507,0
1508,1000
1509,0
1510,1000
1511,1000
1512,1000
1513,1000
1514,0
1515,0
1516,1000
1517,1000
1518,0
1519,1000
1520,1000
1521,0
1522,1000
1523,0
1524,1000
1525,1000
1526,1000
1527,0
1528,1000
1529,1000
1530,1000
1531,0
1532,1000
1533,1000
1534,0
1535,1000
1536,1000
1537,1000
1538,1000
1539,1000
1540,1000
1541,1000
1542,1000
1543,1000
1544,1000
1545,1000
1546,0
1547,0
1548,1000
1549,1000
1550,1000
1551,1000
1552,1000
1553,1000
1554,1000
1555,0
1556,0
1557,0
1558,1000
1559,1000
1560,0
1561,0
1562,0
1563,0
1564,0
1565,1000
1566,1000
1567,1000
1568,1000
1569,1000
1570,1000
1571,0
1572,1000
1573,0
1574,1000
1575,0
1576,1000
1577,1000
1578,0
1579,1000
1580,1000
1581,0
1582,0
1583,1000
1584,1000
1585,0
1586,1000
1587,0
1588,1000
1589,0
1590,1000
1591,1000
1592,1000
1593,1000
1594,1000
1595,1000
1596,1000
1597,1000
1598,0
1599,1000
1600,1000
1601,1000
1602,0
1603,1000
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,1000
1612,0
1613,0
1614,0
1615,1000
1616,1000
1617,0
1618,0
1619,0
1620,0
1621,1000
1622,0
1623,0
1624,0
1625,1000
1626,0
1627,1000
1628,1000
1629,1000
1630,0
1631,1000
1632,0
1633,1000
1634,0
1635,0
1636,1000
1637,0
1638,1000
1639,0
1640,0
1641,1000
1642,1000
1643,0
1644,1000
1645,1000
1646,0
1647,0
1648,0
1649,1000
1650,0
1651,0
1652,1000
1653,0
1654,0
1655,1000
1656,0
1657,0
1658,1000
1659,0
1660,1000
1661,1000
1662,1000
1663,1000
1664,1000
1665,1000
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1000
1673,1000
1674,1000
1675,0
1676,1000
1677,0
1678,0
1679,0
1680,0
1681,1000
1682,1000
1683,1000
1684,0
1685,0
1686,1000
1687,1000
1688,0
1689,0
1690,0
1691,0
1692,1000
1693,0
1694,1000
1695,1000
1696,1000
1697,1000
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1000
1707,1000
1708,0
1709,1000
1710,0
1711,0
1712,0
1713,0
1714,0
1715,1000
1716,0
1717,1000
1718,1000
1719,0
1720,0
1721,1000
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,1000
1731,1000
1732,0
1733,1000
1734,1000
1735,0
1736,1000
1737,1000
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1000
1744,1000
1745,0
1746,1000
1747,0
1748,1000
1749,1000
1750,1000
1751,0
1752,1000
1753,1000
1754,1000
1755,0
1756,1000
1757,1000
1758,1000
1759,1000
1760,1000
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,1000
1769,0
1770,0
1771,0
1772,1000
1773,0
1774,0
1775,0
1776,1000
1777,0
1778,0
1779,1000
1780,0
1781,0
1782,0
1783,1000
1784,1000
1785,1000
1786,1000
1787,1000
1788,1000
1789,1000
1790,0
1791,0
1792,1000
1793,1000
1794,1000
1795,1000
1796,0
1797,0
1798,1000
1799,0
1800,1000
1801,1000
1802,1000
1803,0
1804,1000
1805,0
1806,0
1807,0
1808,1000
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1000
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,1000
1823,0
1824,0
1825,0
1826,0
1827,1000
1828,0
1829,1000
1830,0
1831,0
1832,1000
1833,0
1834,1000
1835,0
1836,1000
1837,1000
1838,1000
1839,0
1840,1000
1841,0
1842,1000
1843,1000
1844,1000
1845,1000
1846,1000
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,1000
1854,1000
1855,0
1856,0
1857,0
1858,0
1859,0
1860,1000
1861,0
1862,1000
1863,1000
1864,1000
1865,0
1866,1000
1867,0
1868,0
1869,1000
1870,1000
1871,1000
1872,1000
1873,1000
1874,1000
1875,1000
1876,0
1877,1000
1878,0
1879,0
1880,1000
1881,1000
1882,1000
1883,0
1884,0
1885,1000
1886,1000
1887,1000
1888,1000
1889,0
1890,1000
1891,0
1892,1000
1893,0
1894,0
1895,0
1896,1000
1897,1000
1898,1000
1899,1000
1900,0
1901,1000
1902,1000
1903,0
1904,0
1905,1000
1906,1000
1907,1000
1908,0
1909,0
1910,1000
1911,1000
1912,0
1913,0
1914,1000
1915,1000
1916,0
1917,1000
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,1000
1925,0
1926,0
1927,0
1928,1000
1929,0
1930,1000
1931,1000
1932,0
1933,1000
1934,0
1935,0
1936,0
1937,0
1938,0
1939,1000
1940,0
1941,0
1942,0
1943,1000
1944,0
1945,1000
1946,1000
1947,0
1948,1000
1949,0
1950,1000
1951,1000
1952,0
1953,0
1954,1000
1955,0
1956,0
1957,1000
1958,1000
1959,1000
1960,1000
1961,0
1962,1000
1963,0
1964,0
1965,0
1966,1000
1967,0
1968,1000
1969,0
1970,0
1971,1000
1972,1000
1973,1000
1974,0
1975,0
1976,1000
1977,0
1978,1000
1979,0
1980,1000
1981,0
1982,1000
1983,1000
1984,0
1985,1000
1986,0
1987,1000
1988,0
1989,1000
1990,1000
1991,0
1992,0
1993,1000
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1000
2000,0
2001,0
2002,1000
2003,0
2004,0
2005,0
2006,0
2007,1000
2008,0
2009,1000
2010,1000
2011,1000
2012,0
2013,0
2014,1000
2015,1000
2016,0
2017,0
2018,0
2019,1000
2020,1000
2021,0
2022,0
2023,1000
2024,1000
2025,0
2026,0
2027,1000
2028,0
2029,1000
2030,0
2031,1000
2032,0
2033,1000
2034,1000
2035,1000
2036,0
2037,0
2038,1000
2039,0
2040,1000
2041,1000
2042,0
2043,1000
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1000
2050,0
2051,1000
2052,0
2053,1000
2054,0
2055,0
2056,1000
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,1000
2066,0
2067,0
2068,1000
2069,1000
2070,1000
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,1000
2079,0
2080,0
2081,1000
2082,0
2083,0
2084,1000
2085,0
2086,0
2087,0
2088,1000
2089,1000
2090,0
2091,1000
2092,1000
2093,1000
2094,1000
2095,0
2096,1000
2097,0
2098,0
2099,1000
2100,1000
2101,0
2102,0
2103,0
2104,1000
2105,1000
2106,0
2107,0
2108,0
2109,0
2110,0
2111,1000
2112,0
2113,0
2114,1000
2115,0
2116,1000
2117,1000
2118,1000
2119,0
2120,0
2121,1000
2122,0
2123,1000
2124,0
2125,0
2126,1000
2127,1000
2128,0
2129,1000
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,1000
2139,1000
2140,0
2141,0
2142,0
2143,0
2144,1000
2145,1000
2146,0
2147,0
2148,0
2149,1000
2150,0
2151,1000
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,1000
2159,1000
2160,1000
2161,1000
2162,0
2163,0
2164,1000
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,1000
2172,0
2173,0
2174,0
2175,1000
2176,0
2177,0
2178,0
2179,0
2180,1000
2181,1000
2182,1000
2183,0
2184,1000
2185,1000
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,1000
2193,0
2194,0
2195,0
2196,0
2197,1000
2198,0
2199,0
2200,0
2201,0
2202,1000
2203,0
2204,0
2205,1000
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,1000
2214,2000
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,1000
2222,0
2223,0
2224,0
2225,1000
2226,1000
2227,1000
2228,0
2229,1000
2230,0
2231,0
2232,0
2233,1000
2234,1000
2235,2000
2236,1000
2237,1000
2238,0
2239,1000
2240,0
2241,0
2242,0
2243,0
2244,1000
2245,0
2246,1000
2247,0
2248,1000
2249,1000
2250,0
2251,1000
2252,1000
2253,1000
2254,1000
2255,1000
2256,0
2257,0
2258,1000
2259,1000
2260,1000
2261,0
2262,27000
2263,0
2264,1000
2265,1000
2266,1000
2267,1000
2268,0
2269,1000
2270,0
2271,0
2272,1000
2273,0
2274,1000
2275,0
2276,1000
2277,0
2278,0
2279,1000
2280,0
2281,1000
2282,1000
2283,0
2284,1000
2285,1000
2286,1000
2287,1000
2288,0
2289,0
2290,1000
2291,1000
2292,0
2293,0
2294,0
2295,0
2296,1000
2297,0
2298,0
2299,1000
2300,0
2301,1000
2302,0
2303,0
2304,1000
2305,1000
2306,0
2307,1000
2308,0
2309,0
2310,1000
2311,0
2312,1000
2313,0
2314,0
2315,0
2316,0
2317,1000
2318,0
2319,0
2320,1000
2321,1000
2322,1000
2323,0
2324,0
2325,1000
2326,0
2327,0
2328,1000
2329,1000
2330,1000
2331,1000
2332,0
2333,1000
2334,0
2335,0
2336,1000
2337,0
2338,0
2339,0
2340,0
2341,0
2342,1000
2343,0
2344,0
2345,0
2346,1000
2347,0
2348,0
2349,0
2350,0
2351,1000
2352,0
2353,0
2354,0
2355,1000
2356,0
2357,0
2358,1000
2359,1000
2360,0
2361,0
2362,1000
2363,1000
2364,0
2365,1000
2366,1000
2367,0
2368,1000
2369,1000
2370,0
2371,1000
2372,1000
2373,1000
2374,1000
2375,0
2376,1000
2377,1000
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,1000
2386,1000
2387,0
2388,0
2389,1000
2390,0
2391,0
2392,1000
2393,0
2394,1000
2395,1000
2396,1000
2397,1000
2398,1000
2399,1000
2400,0
2401,0
2402,1000
2403,0
2404,0
2405,1000
2406,1000
2407,1000
2408,0
2409,0
2410,0
2411,0
2412,1000
2413,0
2414,1000
2415,1000
2416,0
2417,15000
2418,1000
2419,0
2420,1000
2421,0
2422,1000
2423,0
2424,0
2425,0
2426,1000
2427,0
2428,0
2429,1000
2430,0
2431,0
2432,0
2433,0
2434,1000
2435,0
2436,0
2437,0
2438,1000
2439,0
2440,0
2441,0
2442,1000
2443,0
2444,0
2445,1000
2446,1000
2447,1000
2448,1000
2449,0
2450,0
2451,0
2452,0
2453,1000
2454,0
2455,1000
2456,0
2457,0
2458,0
2459,0
2460,1000
2461,1000
2462,0
2463,0
2464,0
2465,1000
2466,1000
2467,1000
2468,0
2469,0
2470,0
2471,1000
2472,0
2473,1000
2474,1000
2475,0
2476,1000
2477,0
2478,1000
2479,0
2480,1000
2481,1000
2482,1000
2483,1000
2484,1000
2485,1000
2486,1000
2487,0
2488,1000
2489,1000
2490,0
2491,0
2492,0
2493,1000
2494,0
2495,0
2496,0
2497,1000
2498,0
2499,0
2500,0
2501,1000
2502,1000
2503,1000
2504,0
2505,0
2506,0
2507,1000
2508,1000
2509,0
2510,1000
2511,1000
2512,1000
2513,0
2514,1000
2515,0
2516,1000
2517,0
2518,1000
2519,1000
2520,1000
2521,1000
2522,0
2523,0
2524,0
2525,1000
2526,1000
2527,1000
2528,0
2529,0
2530,1000
2531,0
2532,1000
2533,1000
2534,1000
2535,1000
2536,1000
2537,0
2538,0
2539,1000
2540,1000
2541,0
2542,1000
2543,1000
2544,1000
2545,1000
2546,1000
2547,1000
2548,0
2549,1000
2550,0
2551,1000
2552,0
2553,0
2554,0
2555,1000
2556,0
2557,0
2558,1000
2559,1000
2560,1000
2561,0
2562,1000
2563,1000
2564,1000
2565,0
2566,0
2567,1000
2568,1000
2569,1000
2570,1000
2571,0
2572,1000
2573,1000
2574,1000
2575,1000
2576,0
2577,0
2578,0
2579,0
2580,1000
2581,1000
2582,1000
2583,1000
2584,1000
2585,0
2586,1000
2587,1000
2588,0
2589,0
2590,0
2591,0
2592,0
2593,1000
2594,0
2595,0
2596,0
2597,1000
2598,0
2599,0
2600,0
2601,1000
2602,11000
2603,0
2604,0
2605,1000
2606,1000
2607,1000
2608,1000
2609,1000
2610,0
2611,0
2612,0
2613,0
2614,1000
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,1000
2625,0
2626,0
2627,0
2628,0
2629,1000
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,1000
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1000
2643,1000
2644,1000
2645,0
2646,0
2647,0
2648,0
2649,1000
2650,0
2651,0
2652,0
2653,0
2654,0
2655,1000
2656,1000
2657,0
2658,0
2659,1000
2660,0
2661,1000
2662,0
2663,0
2664,0
2665,1000
2666,1000
2667,0
2668,0
2669,0
2670,0
2671,1000
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,1000
2679,0
2680,1000
2681,0
2682,0
2683,1000
2684,1000
2685,0
2686,1000
2687,0
2688,0
2689,1000
2690,0
2691,1000
2692,0
2693,0
2694,1000
2695,1000
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1000
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,1000
2713,0
2714,0
2715,1000
2716,1000
2717,0
2718,1000
2719,0
2720,0
2721,1000
2722,1000
2723,0
2724,0
2725,0
2726,0
2727,1000
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1000
2735,0
2736,0
2737,1000
2738,1000
2739,1000
2740,0
